NR.;CODICE UNIONE;REGIONE;PROVINCIA;DESCRIZIONE UNIONE DI COMUNI;DATA COSTITUZIONE;NR. COMUNI;COMUNI APPARTENENTI ALL'UNIONE;POP. UOMINI;POP. DONNE;POP. TOTALE
3;;;;;;;OTRANTO;2.672;2.950;5.622
4;;;;;;;POGGIARDO;2.880;3.239;6.119
5;;;;;;;UGGIANO LA CHIESA;2.100;2.379;4.479
0;4160416150;PUGLIA;LECCE;TERRE DI ACAYA E ROCA;1-Gen-2004;2;;8.154;8.788;16.942
1;;;;;;;MELENDUGNO;4.680;4.966;9.646
2;;;;;;;VERNOLE;3.474;3.822;7.296
0;4160416140;PUGLIA;LECCE;UNION 3;1-Gen-2002;5;;33.718;36.069;69.787
1;;;;;;;CARMIANO;5.868;6.228;12.096
2;;;;;;;COPERTINO;11.475;12.395;23.870
3;;;;;;;LEVERANO;6.872;7.197;14.069
4;;;;;;;PORTO CESAREO;2.676;2.772;5.448
5;;;;;;;VEGLIE;6.827;7.477;14.304
0;4160416090;PUGLIA;LECCE;UNIONE DEI COMUNI DELLA MESSAPIA;1-Gen-2001;4;;14.097;14.922;29.019
1;;;;;;;CAPRARICA DI LECCE;1.222;1.360;2.582
2;;;;;;;CASTRI DI LECCE;1.455;1.520;2.975
3;;;;;;;CAVALLINO;5.804;6.109;11.913
4;;;;;;;LIZZANELLO;5.616;5.933;11.549
0;4160786010;PUGLIA;TARANTO;MONTEDORO;1-Gen-2002;6;;11.840;12.360;24.200
1;;;;;;;CAROSINO;3.326;3.506;6.832
2;;;;;;;FAGGIANO;1.739;1.801;3.540
3;;;;;;;MONTEIASI;2.698;2.824;5.522
4;;;;;;;MONTEMESOLA;2.003;2.085;4.088
5;;;;;;;MONTEPARANO;1.182;1.213;2.395
6;;;;;;;ROCCAFORZATA;892;931;1.823
0;4160786030;PUGLIA;TARANTO;UNIONE DEI COMUNI DI CRISPIANO - MASSAFRA - STATTE;1-Gen-2007;3;;29.563;30.580;60.143
1;;;;;;;CRISPIANO;6.699;6.869;13.568
2;;;;;;;MASSAFRA;15.860;16.521;32.381
3;;;;;;;STATTE;7.004;7.190;14.194
0;4160786020;PUGLIA;TARANTO;UNIONE DEI COMUNI TERRE DEL MARE E DEL SOLE;1-Gen-2006;5;;16.762;17.099;33.861
1;;;;;;;FRAGAGNANO;2.604;2.749;5.353
2;;;;;;;LEPORANO;3.906;3.896;7.802
3;;;;;;;MARUGGIO;2.667;2.744;5.411
4;;;;;;;PULSANO;5.471;5.591;11.062
5;;;;;;;TORRICELLA;2.114;2.119;4.233
0;5200176030;SARDEGNA;CAGLIARI;BASSO CAMPIDANO;1-Gen-2003;4;;9.640;9.728;19.368
1;;;;;;;MONASTIR;2.204;2.301;4.505
2;;;;;;;NURAMINIS;1.303;1.303;2.606
3;;;;;;;SAN SPERATE;3.987;3.985;7.972
4;;;;;;;USSANA;2.146;2.139;4.285
0;5200176010;SARDEGNA;CAGLIARI;PARTEOLLA E BASSO CAMPIDANO;1-Gen-2001;6;;11.951;11.721;23.672
1;;;;;;;BARRALI;587;552;1.139
2;;;;;;;DOLIANOVA;4.779;4.625;9.404
3;;;;;;;DONORI;1.060;1.059;2.119
4;;;;;;;SERDIANA;1.332;1.288;2.620
5;;;;;;;SETTIMO SAN PIETRO;3.262;3.270;6.532
6;;;;;;;SOLEMINIS;931;927;1.858
0;5200176020;SARDEGNA;CAGLIARI;TREXENTA;1-Gen-2003;5;;5.178;5.247;10.425
1;;;;;;;GESICO;453;433;886
2;;;;;;;GUAMAGGIORE;516;534;1.050
3;;;;;;;GUASILA;1.379;1.396;2.775
4;;;;;;;ORTACESUS;478;455;933
5;;;;;;;SENORBI';2.352;2.429;4.781
0;5200176050;SARDEGNA;CAGLIARI;UNIONE DEI COMUNI DEL GERREI;1-Gen-2008;9;;5.430;5.067;10.497
1;;;;;;;ARMUNGIA;250;239;489
2;;;;;;;BALLAO;455;422;877
3;;;;;;;ESCALAPLANO;1.191;1.077;2.268
4;;;;;;;GONI;262;242;504
5;;;;;;;SAN BASILIO;658;623;1.281
6;;;;;;;SAN NICOLO' GERREI;424;422;846
7;;;;;;;SANT'ANDREA FRIUS;954;880;1.834
8;;;;;;;SILIUS;689;582;1.271
9;;;;;;;VILLASALTO;547;580;1.127
0;5200176080;SARDEGNA;CAGLIARI;UNIONE DEI COMUNI DEL SARRABUS;1-Gen-2008;5;;9.395;9.352;18.747
1;;;;;;;CASTIADAS;773;734;1.507
2;;;;;;;MURAVERA;2.573;2.589;5.162
3;;;;;;;SAN VITO;1.896;1.926;3.822
4;;;;;;;VILLAPUTZU;2.430;2.406;4.836
5;;;;;;;VILLASIMIUS;1.723;1.697;3.420
0;5200176090;SARDEGNA;CAGLIARI;UNIONE DEI COMUNI DI NORA E BITHIA;1-Gen-2009;4;;7.398;7.200;14.598
1;;;;;;;DOMUS DE MARIA;858;817;1.675
2;;;;;;;PULA;3.596;3.545;7.141
3;;;;;;;TEULADA;1.935;1.838;3.773
4;;;;;;;VILLA SAN PIETRO;1.009;1.000;2.009
0;5200176040;SARDEGNA;CAGLIARI;UNIONE DEI COMUNI GS4;1-Gen-2006;3;;2.273;2.375;4.648
1;;;;;;;SELEGAS;695;738;1.433
2;;;;;;;SIURGUS DONIGALA;1.006;1.074;2.080
3;;;;;;;SUELLI;572;563;1.135
0;5200176060;SARDEGNA;CAGLIARI;UNIONE DEI COMUNI I NURAGHI DI MONTE IDDA E FANARIS;1-Gen-2008;4;;6.337;6.326;12.663
1;;;;;;;DECIMOPUTZU;2.165;2.150;4.315
2;;;;;;;SILIQUA;1.983;2.014;3.997
3;;;;;;;VALLERMOSA;992;952;1.944
4;;;;;;;VILLASPECIOSA;1.197;1.210;2.407
0;5201076030;SARDEGNA;CARBONIA-IGLESIAS;UNIONE DEI COMUNI ARCIPELAGO DEL SULCIS;16-Giu-2011;3;;10.228;10.391;20.619
1;;;;;;;CALASETTA;1.372;1.450;2.822
2;;;;;;;CARLOFORTE;3.133;3.168;6.301
3;;;;;;;SANT'ANTIOCO;5.723;5.773;11.496
0;5201076020;SARDEGNA;CARBONIA-IGLESIAS;UNIONE DEI COMUNI DEL SULCIS;1-Gen-2008;11;;24.713;26.123;50.836
1;;;;;;;CARBONIA;13.803;15.079;28.882
2;;;;;;;GIBA;1.041;1.079;2.120
3;;;;;;;MASAINAS;667;683;1.350
4;;;;;;;NUXIS;806;825;1.631
5;;;;;;;PERDAXIUS;751;724;1.475
6;;;;;;;PISCINAS;416;456;872
7;;;;;;;SAN GIOVANNI SUERGIU;3.020;3.000;6.020
8;;;;;;;SANT'ANNA ARRESI;1.362;1.350;2.712
9;;;;;;;SANTADI;1.760;1.810;3.570
10;;;;;;;TRATALIAS;544;563;1.107
11;;;;;;;VILLAPERUCCIO;543;554;1.097
0;5201076010;SARDEGNA;CARBONIA-IGLESIAS;UNIONE DEI COMUNI DELL'INGLESIENTE METALLA E MARE;1-Gen-2008;6;;9.449;9.591;19.040
1;;;;;;;BUGGERRU;531;577;1.108
2;;;;;;;DOMUSNOVAS;3.156;3.260;6.416
3;;;;;;;FLUMINIMAGGIORE;1.463;1.503;2.966
4;;;;;;;MUSEI;786;736;1.522
5;;;;;;;NARCAO;1.680;1.693;3.373
6;;;;;;;VILLAMASSARGIA;1.833;1.822;3.655
0;5201086020;SARDEGNA;MEDIO CAMPIDANO;TERRE DEL CAMPIDANO;1-Gen-2008;5;;16.096;16.574;32.670
1;;;;;;;SAMASSI;2.598;2.723;5.321
2;;;;;;;SAN GAVINO MONREALE;4.332;4.562;8.894
3;;;;;;;SARDARA;2.039;2.129;4.168
4;;;;;;;SERRAMANNA;4.615;4.644;9.259
5;;;;;;;SERRENTI;2.512;2.516;5.028
0;5201086010;SARDEGNA;MEDIO CAMPIDANO;UNIONE DEI COMUNI MARMILLA;3-Set-2008;18;;12.834;12.974;25.808
1;;;;;;;BARUMINI;653;657;1.310
2;;;;;;;COLLINAS;443;442;885
3;;;;;;;FURTEI;846;828;1.674
4;;;;;;;GENURI;167;178;345
5;;;;;;;GESTURI;643;637;1.280
6;;;;;;;LAS PLASSAS;130;127;257
7;;;;;;;LUNAMATRONA;873;910;1.783
8;;;;;;;PAULI ARBAREI;334;317;651
9;;;;;;;SANLURI;4.128;4.332;8.460
10;;;;;;;SEGARIU;621;656;1.277
11;;;;;;;SETZU;74;70;144
12;;;;;;;SIDDI;351;345;696
13;;;;;;;TUILI;530;532;1.062
14;;;;;;;TURRI;219;223;442
15;;;;;;;USSARAMANNA;286;270;556
16;;;;;;;VILLAMAR;1.451;1.421;2.872
17;;;;;;;VILLANOVAFORRU;357;324;681
18;;;;;;;VILLANOVAFRANCA;728;705;1.433
0;5200536020;SARDEGNA;NUORO;BARBAGIA;1-Gen-2008;8;;5.070;5.197;10.267
1;;;;;;;GAVOI;1.373;1.417;2.790
2;;;;;;;LODINE;174;184;358
3;;;;;;;OLLOLAI;669;704;1.373
4;;;;;;;OLZAI;450;453;903
5;;;;;;;ONIFERI;459;466;925
6;;;;;;;OVODDA;839;788;1.627
7;;;;;;;SARULE;845;925;1.770
8;;;;;;;TIANA;261;260;521
0;5200536030;SARDEGNA;NUORO;UNIONE DEI COMUNI DEL MARGHINE;1-Gen-2008;9;;10.900;11.540;22.440
1;;;;;;;BIRORI;284;277;561
2;;;;;;;BOLOTANA;1.347;1.499;2.846
3;;;;;;;BORORE;1.063;1.127;2.190
4;;;;;;;BORTIGALI;673;744;1.417
5;;;;;;;LEI;287;279;566
6;;;;;;;MACOMER;5.123;5.388;10.511
7;;;;;;;NORAGUGUME;163;175;338
8;;;;;;;SILANUS;1.089;1.111;2.200
9;;;;;;;SINDIA;871;940;1.811
0;5200536040;SARDEGNA;NUORO;UNIONE DEI COMUNI DEL MONTALBO;1-Gen-2008;9;;13.376;13.350;26.726
1;;;;;;;BITTI;1.437;1.582;3.019
2;;;;;;;LODE';979;915;1.894
3;;;;;;;LULA;763;732;1.495
4;;;;;;;ONANI';213;217;430
5;;;;;;;ORUNE;1.255;1.306;2.561
6;;;;;;;OSIDDA;113;117;230
7;;;;;;;POSADA;1.384;1.353;2.737
8;;;;;;;SINISCOLA;5.765;5.704;11.469
9;;;;;;;TORPE';1.467;1.424;2.891
0;5200536010;SARDEGNA;NUORO;VALLE DEL CEDRINO;1-Gen-2007;5;;6.457;6.411;12.868
1;;;;;;;GALTELLI';1.227;1.245;2.472
2;;;;;;;IRGOLI;1.202;1.143;2.345
3;;;;;;;LOCULI;269;246;515
4;;;;;;;ONIFAI;370;372;742
5;;;;;;;OROSEI;3.389;3.405;6.794
0;5201096010;SARDEGNA;OGLIASTRA;UNIONE COMUNI D'OGLIASTRA;1-Gen-2008;6;;7.828;8.138;15.966
1;;;;;;;ARZANA;1.253;1.248;2.501
2;;;;;;;BARI SARDO;1.921;2.017;3.938
3;;;;;;;ELINI;272;278;550
4;;;;;;;ILBONO;1.078;1.129;2.207
5;;;;;;;LANUSEI;2.689;2.803;5.492
6;;;;;;;LOCERI;615;663;1.278
0;5201096030;SARDEGNA;OGLIASTRA;UNIONE COMUNI NORD OGLIASTRA;1-Gen-2011;8;;12.196;12.471;24.667
1;;;;;;;BAUNEI;1.809;1.907;3.716
2;;;;;;;GIRASOLE;589;602;1.191
3;;;;;;;LOTZORAI;1.068;1.083;2.151
4;;;;;;;TALANA;524;545;1.069
5;;;;;;;TORTOLI';5.296;5.447;10.743
6;;;;;;;TRIEI;595;531;1.126
7;;;;;;;URZULEI;632;663;1.295
8;;;;;;;VILLAGRANDE STRISAILI;1.683;1.693;3.376
0;5201096020;SARDEGNA;OGLIASTRA;VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE;1-Gen-2009;7;;7.296;7.440;14.736
1;;;;;;;CARDEDU;875;934;1.809
2;;;;;;;GAIRO;746;768;1.514
3;;;;;;;JERZU;1.579;1.649;3.228
4;;;;;;;OSINI;416;395;811
5;;;;;;;PERDASDEFOGU;1.029;1.013;2.042
6;;;;;;;TERTENIA;1.906;1.909;3.815
7;;;;;;;ULASSAI;745;772;1.517
0;5201106040;SARDEGNA;OLBIA-TEMPIO;UNIONE DEI COMUNI ALTA GALLURA;1-Gen-2008;9;;16.367;16.891;33.258
1;;;;;;;AGGIUS;776;826;1.602
2;;;;;;;AGLIENTU;588;583;1.171
3;;;;;;;BADESI;919;979;1.898
4;;;;;;;BORTIGIADAS;387;413;800
5;;;;;;;CALANGIANUS;2.125;2.142;4.267
6;;;;;;;LUOGOSANTO;950;955;1.905
7;;;;;;;LURAS;1.299;1.352;2.651
8;;;;;;;SANTA TERESA GALLURA;2.491;2.527;5.018
9;;;;;;;TEMPIO PAUSANIA;6.832;7.114;13.946
0;5201106010;SARDEGNA;OLBIA-TEMPIO;UNIONE DEI COMUNI GALLURA;1-Gen-2009;4;;9.553;9.507;19.060
1;;;;;;;ARZACHENA;5.723;5.724;11.447
2;;;;;;;PALAU;1.884;1.888;3.772
3;;;;;;;SANT'ANTONIO DI GALLURA;822;797;1.619
4;;;;;;;TELTI;1.124;1.098;2.222
0;5200956020;SARDEGNA;ORISTANO;ALTA MARMILLA;1-Gen-2007;20;;5.295;5.258;10.553
1;;;;;;;ALBAGIARA;133;144;277
2;;;;;;;ALES;776;739;1.515
3;;;;;;;ASSOLO;220;214;434
4;;;;;;;ASUNI;178;179;357
5;;;;;;;BARADILI;47;43;90
6;;;;;;;BARESSA;372;351;723
7;;;;;;;CURCURIS;149;165;314
8;;;;;;;GONNOSCODINA;264;241;505
9;;;;;;;GONNOSNO';392;408;800
10;;;;;;;MOGORELLA;235;228;463
11;;;;;;;MORGONGIORI;396;381;777
12;;;;;;;NURECI;170;178;348
13;;;;;;;PAU;148;152;300
14;;;;;;;RUINAS;367;361;728
15;;;;;;;SENIS;226;253;479
16;;;;;;;SIMALA;179;178;357
17;;;;;;;SINI;257;258;515
18;;;;;;;USELLUS;437;417;854
19;;;;;;;VILLA SANT'ANTONIO;185;197;382
20;;;;;;;VILLA VERDE;164;171;335
0;5200956030;SARDEGNA;ORISTANO;PARTE MONTIS;1-Gen-2007;5;;3.487;3.441;6.928
1;;;;;;;GONNOSTRAMATZA;457;486;943
2;;;;;;;MASULLAS;597;532;1.129
3;;;;;;;MOGORO;2.177;2.177;4.354
4;;;;;;;POMPU;139;139;278
5;;;;;;;SIRIS;117;107;224
0;5200956100;SARDEGNA;ORISTANO;UNIONE DEI COMUNI COSTA DEL SINIS TERRA DEI GIGANTI;30-Dic-2016;5;;8.436;8.398;16.834
1;;;;;;;BARATILI SAN PIETRO;663;666;1.329
2;;;;;;;CABRAS;4.501;4.531;9.032
3;;;;;;;NARBOLIA;906;895;1.801
4;;;;;;;RIOLA SARDO;1.088;1.058;2.146
5;;;;;;;SAN VERO MILIS;1.278;1.248;2.526
0;5200956060;SARDEGNA;ORISTANO;UNIONE DEI COMUNI DEL BARIGADU;1-Gen-2008;9;;4.285;4.527;8.812
1;;;;;;;ARDAULI;448;498;946
2;;;;;;;BIDONI';76;71;147
3;;;;;;;BUSACHI;652;727;1.379
4;;;;;;;FORDONGIANUS;470;469;939
5;;;;;;;NEONELI;354;359;713
6;;;;;;;NUGHEDU SANTA VITTORIA;236;272;508
7;;;;;;;SAMUGHEO;1.571;1.612;3.183
8;;;;;;;SORRADILE;195;222;417
9;;;;;;;ULA TIRSO;283;297;580
0;5200956040;SARDEGNA;ORISTANO;UNIONE DEI COMUNI DEL GUILCIER;1-Gen-2008;7;;5.808;5.981;11.789
1;;;;;;;ABBASANTA;1.416;1.412;2.828
2;;;;;;;AIDOMAGGIORE;221;251;472
3;;;;;;;BORONEDDU;82;83;165
4;;;;;;;GHILARZA;2.215;2.400;4.615
5;;;;;;;NORBELLO;608;570;1.178
6;;;;;;;PAULILATINO;1.175;1.172;2.347
7;;;;;;;TADASUNI;91;93;184
0;5200956010;SARDEGNA;ORISTANO;UNIONE DEI COMUNI DEL TERRALBESE;1-Gen-2001;5;;12.594;12.586;25.180
1;;;;;;;ARBOREA;2.016;2.032;4.048
2;;;;;;;MARRUBIU;2.502;2.419;4.921
3;;;;;;;SAN NICOLO' D'ARCIDANO;1.409;1.402;2.811
4;;;;;;;TERRALBA;5.210;5.230;10.440
5;;;;;;;URAS;1.457;1.503;2.960
0;5200956070;SARDEGNA;ORISTANO;UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE;1-Gen-2008;9;;5.028;5.032;10.060
1;;;;;;;ALLAI;191;179;370
2;;;;;;;OLLASTRA;612;643;1.255
3;;;;;;;SIAMAGGIORE;500;470;970
4;;;;;;;SIAMANNA;417;407;824
5;;;;;;;SIAPICCIA;199;171;370
6;;;;;;;SIMAXIS;1.152;1.157;2.309
7;;;;;;;SOLARUSSA;1.240;1.227;2.467
8;;;;;;;VILLANOVA TRUSCHEDU;154;169;323
9;;;;;;;ZERFALIU;563;609;1.172
0;5200956050;SARDEGNA;ORISTANO;UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE;1-Gen-2008;11;;6.893;7.499;14.392
1;;;;;;;BOSA;3.891;4.135;8.026
2;;;;;;;FLUSSIO;214;240;454
3;;;;;;;MAGOMADAS;286;303;589
4;;;;;;;MODOLO;73;92;165
5;;;;;;;MONTRESTA;264;271;535
6;;;;;;;SAGAMA;92;101;193
7;;;;;;;SCANO DI MONTIFERRO;753;827;1.580
8;;;;;;;SENNARIOLO;80;103;183
9;;;;;;;SUNI;521;609;1.130
10;;;;;;;TINNURA;129;139;268
11;;;;;;;TRESNURAGHES;590;679;1.269
0;5200956080;SARDEGNA;ORISTANO;UNIONE DEI COMUNI MONTIFERRU SINIS;1-Gen-2010;8;;6.553;6.621;13.174
1;;;;;;;BAULADU;349;354;703
2;;;;;;;BONARCADO;826;801;1.627
3;;;;;;;CUGLIERI;1.381;1.430;2.811
4;;;;;;;MILIS;769;822;1.591
5;;;;;;;SANTU LUSSURGIU;1.213;1.227;2.440
6;;;;;;;SENEGHE;928;919;1.847
7;;;;;;;TRAMATZA;501;496;997
8;;;;;;;ZEDDIANI;586;572;1.158
0;5200956090;SARDEGNA;ORISTANO;UNIONI DEI COMUNI DEI FENICI;1-Gen-2006;4;;4.857;4.957;9.814
1;;;;;;;NURACHI;871;919;1.790
2;;;;;;;PALMAS ARBOREA;743;739;1.482
3;;;;;;;SANTA GIUSTA;2.387;2.424;4.811
4;;;;;;;VILLAURBANA;856;875;1.731
0;5200736030;SARDEGNA;SASSARI;COMUNI DEL VILLANOVA;1-Gen-2008;5;;2.162;2.285;4.447
1;;;;;;;MARA;331;351;682
2;;;;;;;MONTELEONE ROCCA DORIA;51;66;117
3;;;;;;;PADRIA;347;348;695
4;;;;;;;ROMANA;274;304;578
5;;;;;;;VILLANOVA MONTELEONE;1.159;1.216;2.375
0;5200736020;SARDEGNA;SASSARI;MEILOGU;1-Gen-2008;13;;7.676;8.081;15.757
1;;;;;;;BANARI;301;309;610
2;;;;;;;BESSUDE;191;237;428
3;;;;;;;BONNANARO;472;549;1.021
4;;;;;;;BONORVA;1.806;1.863;3.669
5;;;;;;;BORUTTA;131;154;285
6;;;;;;;CHEREMULE;221;234;455
7;;;;;;;COSSOINE;465;435;900
8;;;;;;;GIAVE;294;292;586
9;;;;;;;POZZOMAGGIORE;1.340;1.377;2.717
10;;;;;;;SEMESTENE;77;94;171
11;;;;;;;SILIGO;427;485;912
12;;;;;;;THIESI;1.464;1.541;3.005
13;;;;;;;TORRALBA;487;511;998
0;5200736050;SARDEGNA;SASSARI;UNIONE DEI COMUNI DEL COROS;1-Gen-2009;11;;16.758;16.744;33.502
1;;;;;;;CARGEGHE;322;322;644
2;;;;;;;CODRONGIANOS;670;676;1.346
3;;;;;;;FLORINAS;758;789;1.547
4;;;;;;;ITTIRI;4.422;4.446;8.868
5;;;;;;;MUROS;422;415;837
6;;;;;;;OLMEDO;2.005;1.996;4.001
7;;;;;;;OSSI;2.893;2.983;5.876
8;;;;;;;PUTIFIGARI;375;382;757
9;;;;;;;TISSI;1.148;1.141;2.289
10;;;;;;;URI;1.544;1.472;3.016
11;;;;;;;USINI;2.199;2.122;4.321
0;5200736040;SARDEGNA;SASSARI;UNIONE DEI COMUNI DEL LOGUDORO;1-Gen-2009;7;;9.911;10.020;19.931
1;;;;;;;ARDARA;409;391;800
2;;;;;;;ITTIREDDU;303;277;580
3;;;;;;;MORES;940;1.005;1.945
4;;;;;;;NUGHEDU SAN NICOLO';434;440;874
5;;;;;;;OZIERI;5.370;5.511;10.881
6;;;;;;;PATTADA;1.643;1.610;3.253
7;;;;;;;TULA;812;786;1.598
0;5200736010;SARDEGNA;SASSARI;UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS;1-Gen-2008;7;;4.763;4.775;9.538
1;;;;;;;CHIARAMONTI;848;887;1.735
2;;;;;;;ERULA;395;371;766
3;;;;;;;LAERRU;480;465;945
4;;;;;;;MARTIS;272;281;553
5;;;;;;;PERFUGAS;1.196;1.219;2.415
6;;;;;;;SANTA MARIA COGHINAS;711;719;1.430
7;;;;;;;VIDDALBA;861;833;1.694
0;5200736060;SARDEGNA;SASSARI;UNIONE DEI COMUNI RIVIERA DI GALLURA;14-Lug-2014;4;;7.422;7.486;14.908
1;;;;;;;BUDONI;2.390;2.456;4.846
2;;;;;;;GOLFO ARANCI;1.107;1.181;2.288
3;;;;;;;LOIRI PORTO SAN PAOLO;1.622;1.612;3.234
4;;;;;;;SAN TEODORO;2.303;2.237;4.540
0;5190016040;SICILIA;AGRIGENTO;ALTO VERDURA E GEBBIA;1-Gen-2003;4;;3.607;3.891;7.498
1;;;;;;;BURGIO;1.327;1.453;2.780
2;;;;;;;CALAMONACI;675;700;1.375
3;;;;;;;LUCCA SICULA;942;975;1.917
4;;;;;;;VILLAFRANCA SICULA;663;763;1.426
0;5190016010;SICILIA;AGRIGENTO;BOVO MARINA, ERACLEA MINOA, TORRE SALSA;1-Gen-2003;3;;5.389;5.761;11.150
1;;;;;;;CATTOLICA ERACLEA;1.909;2.066;3.975
2;;;;;;;MONTALLEGRO;1.229;1.314;2.543
3;;;;;;;SICULIANA;2.251;2.381;4.632
0;5190016030;SICILIA;AGRIGENTO;FEUDO D'ALI';1-Gen-2003;4;;8.694;9.432;18.126
1;;;;;;;JOPPOLO GIANCAXIO;582;628;1.210
2;;;;;;;RAFFADALI;6.125;6.712;12.837
3;;;;;;;SANT'ANGELO MUXARO;703;768;1.471
4;;;;;;;SANTA ELISABETTA;1.284;1.324;2.608
0;5190016050;SICILIA;AGRIGENTO;PLATANI - QUISQUINA - MAGAZZOLO;1-Gen-2004;5;;9.097;9.818;18.915
1;;;;;;;ALESSANDRIA DELLA ROCCA;1.465;1.653;3.118
2;;;;;;;BIVONA;1.895;1.987;3.882
3;;;;;;;CIANCIANA;1.693;1.824;3.517
4;;;;;;;SAN BIAGIO PLATANI;1.659;1.842;3.501
5;;;;;;;SANTO STEFANO QUISQUINA;2.385;2.512;4.897
0;5190016020;SICILIA;AGRIGENTO;TERRE SICANE;1-Gen-2003;4;;13.793;14.591;28.384
1;;;;;;;MENFI;6.187;6.524;12.711
2;;;;;;;MONTEVAGO;1.473;1.542;3.015
3;;;;;;;SAMBUCA DI SICILIA;3.015;3.099;6.114
4;;;;;;;SANTA MARGHERITA DI BELICE;3.118;3.426;6.544
0;5190186010;SICILIA;CALTANISSETTA;TERRE DI COLLINA;1-Gen-2003;6;;18.927;20.518;39.445
1;;;;;;;BOMPENSIERE;303;307;610
2;;;;;;;DELIA;2.022;2.303;4.325
3;;;;;;;MILENA;1.539;1.639;3.178
4;;;;;;;MONTEDORO;750;893;1.643
5;;;;;;;SAN CATALDO;11.321;12.103;23.424
6;;;;;;;SERRADIFALCO;2.992;3.273;6.265
0;5190216020;SICILIA;CATANIA;NOCELLARA DELL'ETNA;1-Gen-2009;2;;5.458;5.540;10.998
1;;;;;;;RAGALNA;1.866;1.810;3.676
2;;;;;;;SANTA MARIA DI LICODIA;3.592;3.730;7.322
0;5190216030;SICILIA;CATANIA;UNIONE DEI COMUNI NEBRODI-ETNA;1-Set-2008;3;;4.997;5.261;10.258
1;;;;;;;CESARO';1.238;1.334;2.572
2;;;;;;;MALETTO;1.911;2.104;4.015
3;;;;;;;MANIACE;1.848;1.823;3.671
0;5190216010;SICILIA;CATANIA;UNIONE TERRA DEL VERGA;1-Gen-2006;2;;4.995;5.403;10.398
1;;;;;;;MAZZARRONE;1.970;2.019;3.989
2;;;;;;;VIZZINI;3.025;3.384;6.409
0;5190286010;SICILIA;ENNA;UNIONE CORONE DEGLI EREI;1-Gen-2005;3;;6.337;6.690;13.027
1;;;;;;;CASTEL DI IUDICA;2.330;2.418;4.748
2;;;;;;;CATENANUOVA;2.421;2.578;4.999
3;;;;;;;RADDUSA;1.586;1.694;3.280
0;5190486060;SICILIA;MESSINA;ALTO ALCANTARA;1-Gen-2005;4;;1.608;1.720;3.328
1;;;;;;;MALVAGNA;366;428;794
2;;;;;;;MOIO ALCANTARA;365;391;756
3;;;;;;;ROCCELLA VALDEMONE;346;365;711
4;;;;;;;SANTA DOMENICA VITTORIA;531;536;1.067
0;5190486120;SICILIA;MESSINA;COMPRENSORIO DI NAXOS E TAORMINA;1-Gen-2010;3;;4.893;5.409;10.302
1;;;;;;;GALLODORO;185;196;381
2;;;;;;;GIARDINI NAXOS;4.390;4.878;9.268
3;;;;;;;MONGIUFFI MELIA;318;335;653
0;5190486040;SICILIA;MESSINA;DELLE VALLI JONICHE PELORITANE;1-Gen-2004;13;;14.932;16.203;31.135
1;;;;;;;ALI';416;407;823
2;;;;;;;ALI' TERME;1.227;1.340;2.567
3;;;;;;;ANTILLO;500;492;992
4;;;;;;;CASALVECCHIO SICULO;464;443;907
5;;;;;;;FURCI SICULO;1.665;1.763;3.428
6;;;;;;;MANDANICI;299;330;629
7;;;;;;;NIZZA DI SICILIA;1.795;1.928;3.723
8;;;;;;;PAGLIARA;580;650;1.230
9;;;;;;;ROCCAFIORITA;102;126;228
10;;;;;;;ROCCALUMERA;1.936;2.169;4.105
11;;;;;;;SANT'ALESSIO SICULO;687;810;1.497
12;;;;;;;SANTA TERESA DI RIVA;4.423;4.817;9.240
13;;;;;;;SAVOCA;838;928;1.766
0;5190486070;SICILIA;MESSINA;PAESI DEI NEBRODI;1-Gen-2007;3;;3.812;4.165;7.977
1;;;;;;;CAPRI LEONE;2.190;2.326;4.516
2;;;;;;;SAN MARCO D'ALUNZIO;1.001;1.082;2.083
3;;;;;;;SAN SALVATORE DI FITALIA;621;757;1.378
0;5190486090;SICILIA;MESSINA;TERRA DEI LANCIA;1-Gen-2009;2;;3.569;3.823;7.392
1;;;;;;;BROLO;2.810;3.016;5.826
2;;;;;;;FICARRA;759;807;1.566
0;5190486130;SICILIA;MESSINA;TRINACRIA DEL TIRRENO;18-Gen-2010;4;;7.265;7.723;14.988
1;;;;;;;GUALTIERI SICAMINO';860;974;1.834
2;;;;;;;PACE DEL MELA;3.128;3.260;6.388
3;;;;;;;SAN PIER NICETO;1.421;1.490;2.911
4;;;;;;;VENETICO;1.856;1.999;3.855
0;5190486050;SICILIA;MESSINA;UNIONE  VIA REGIA DELL'ALCANTARA;1-Gen-2005;4;;4.613;4.830;9.443
1;;;;;;;FRANCAVILLA DI SICILIA;1.857;2.044;3.901
2;;;;;;;GAGGI;1.546;1.592;3.138
3;;;;;;;GRANITI;763;759;1.522
4;;;;;;;MOTTA CAMASTRA;447;435;882
0;5190486100;SICILIA;MESSINA;UNIONE COSTA ALESINA;1-Gen-2009;2;;1.872;2.007;3.879
1;;;;;;;MOTTA D'AFFERMO;403;425;828
2;;;;;;;TUSA;1.469;1.582;3.051
